"XQDdHH","z9E0IG","ZmyHeo","_2NsDsF","MztJPv","_2NsDsF 2","tl9VpF","tl9VpF 2"
"1","Absolute rubbish!","iOS 18 is terrible","Vasudev Shenoy","Certified Buyer","9 months ago","0","0"
"1","Terrible product","Heating","Cristiano  Ronaldo","Certified Buyer","9 months ago","0","0"
"","","","","","","",""
"1","Worthless","Hang Not send camera edit photos","Ganesh Jagtap","Certified Buyer","9 months ago","1","2"
"1","Unsatisfactory","Heating problems and battery drain very fast","Kasak Kumari","Certified Buyer","9 months ago","3","0"
"1","Waste of money!","Lost 3% batter health in just 3 months with just 122 cycle counts. Please review","Ankita Sharma","Certified Buyer","9 months ago","12","5"
"1","Not recommended at all","Flipkart bad customer experience, when I purchased iPhone they told no cost emi for 6 months but there after they charged 16% annual interest  this bis fraud from Flipkart","Babita  Yelwande","Certified Buyer","9 months ago","10","0"
"1","Worthless","There is sound issue in phone","Rishu  Blassi","Certified Buyer","10 months ago","2","0"
"1","Hated it!","Worst product","Garry Garry","Certified Buyer","10 months ago","0","1"
"1","Utterly Disappointed","Bad ser","Santosh Kumar Sahu","Certified Buyer","10 months ago","0","1"
"1","Hated it!","Not as much i have expectations","Flipkart Customer","Certified Buyer","10 months ago","2","1"
"1","Worst experience ever!","iPhone quality getting compromised on every new variant","Sakshi Jain","Certified Buyer","10 months ago","1","3"
"1","Not recommended at all","Flipkart is denying to replace the phone! I bought a new iphone15 dated 27th december 2024 from flipkart. Today it suddenly switched off and went dead. Nothing is working. I have been using an iphone since the 2011 but this is unusual to me.","Umasankar das","Certified Buyer","10 months ago","11","2"
"","","","","","","",""
"1","Don't waste your money","My ph. Is not working properly, i have visited service centre 3 times in three month,Each time it has a different problem like, unexpected dead and then not working, voice issues in call, time related issues.","deepak  saini","Certified Buyer","10 months ago","4","1"
"1","Don't waste your money","The camera's phone quality is too low When we place the phone on charging it's got heat to much Overall not happy with this iPhone","Simerjeet Singh","Certified Buyer","10 months ago","1","2"
"1","Unsatisfactory","Battery backup issue","Mukesh Prasad Gupta","Certified Buyer","10 months ago","3","1"
"1","Utterly Disappointed","Not working","Queen Prince","Certified Buyer","10 months ago","0","1"
"1","Not recommended at all","The battery backup is not good I what to replace the I phone","Kaushik  Naik","Certified Buyer","10 months ago","1","1"
"1","Hated it!","Worst experience with flipkart. Mobile didn't even work for 24 hrs. It stopped working and flipkart denied a replacement citing the return policy. I had to submit phone at my nearest apple service centre. Now I might have to wait 10 more days for my phone to come to me.Flipkart should take responsibility in such cases, where the device is clearly at fault. Making us run around the service centre is very bad. Please make sure the right products are getting delivered by sellers before sendi...","Charu datteswar  Nagireddy","Certified Buyer","10 months ago","9","2"
"1","Worthless","I have used 1 month, Battery is down 2 percent. How is possible??? I am not happy with this product.","Indrajit Mondal","Certified Buyer","10 months ago","12","1"
"1","Absolute rubbish!","Siri not working","Kunal Bairwa","Certified Buyer","11 months ago","0","3"
"1","Absolute rubbish!","Very baad waste of money 😡","Ashish Kumar","Certified Buyer","11 months ago","3","3"
"1","Utterly Disappointed","It's not for warking phone. Battery backup very poor .","Pardeep","Certified Buyer","11 months ago","1","3"
"","","","","","","",""
"1","Did not meet expectations","Very bad product","ABDULLAHIL KAFI","Certified Buyer","11 months ago","1","0"
"1","Horrible","Phone charging is very slow and bed parformes","Bajrang lal Jat","Certified Buyer","11 months ago","0","2"
"1","Useless product","Thirdclass phone.","Soumyajeet Kundu","Certified Buyer","11 months ago","0","1"
"1","Unsatisfactory","Not satisfied😒","Flipkart Customer","Certified Buyer","11 months ago","1","0"
"1","Not recommended at all","Camera quality not good","bikram Saha","Certified Buyer","11 months ago","1","5"
"1","Utterly Disappointed","Most time hanging the phone and not volume the ringing, Totally worst performance.","Flipkart Customer","Certified Buyer","11 months ago","4","0"
"1","Not recommended at all","Don't buy ,Worst iPhone","himanshu keshwani","Certified Buyer","11 months ago","0","0"
"1","Terrible product","This model was failure due to unusual heating system every time when play games and browsing or installing app","mahesh kumar","Certified Buyer","11 months ago","1","0"
"1","Worst experience ever!","Low quality mobile","Cheemankar Nikita","Certified Buyer","11 months ago","0","3"
"1","Useless product","Heating issue 😭","Navneet Kumar","Certified Buyer","11 months ago","1","0"
"","","","","","","",""
"1","Don't waste your money","3rd class phone","ashish shukla","Certified Buyer","11 months ago","2","3"
"1","Worst experience ever!","Camera is not good","Flipkart Customer","Certified Buyer","11 months ago","2","5"
"1","Waste of money!","It is getting hot while doing something like watching videos or few minutes of surfing","Pranav  Singh","Certified Buyer","11 months ago","2","0"
"1","Useless product","Defected Piece received, Charging not support and Hardware internally damaged.","Kamal Kumar","Certified Buyer","Nov, 2024","3","0"
"1","Worst experience ever!","Very cheap settings, Android is more ahead then iPhone. Very cheap touch. Apple is just only the name for showoff. Only the camera is good other are terrible. Not friendly user. Very cheap keypad not user friendly","Suan Mung","Certified Buyer","Nov, 2024","5","8"
"1","Absolute rubbish!","It is not performing good and I dont have an option to return it","Deeksha Rastogi","Certified Buyer","Nov, 2024","0","0"
"1","Did not meet expectations","Faulty front camera with black spot also the phone has heating issues when charging and doing heavy wifi work. 60hz screen feels little slow but not that much of daily life difference in screen.","Vivek Gawas","Certified Buyer","Nov, 2024","2","1"
"1","Did not meet expectations","Camera quality is good. But the build quality is poor.","Arpit Jain","Certified Buyer","Nov, 2024","2","0"
"1","Worthless","Hanging problem 😭","Mahendra  Lamba","Certified Buyer","Nov, 2024","1","2"
"1","Waste of money!","Over heating every day and not worthy of money","Jagadeesh Marineni","Certified Buyer","Nov, 2024","2","1"
"","","","","","","",""
"1","Worthless","Worst decision ever. An avg. Android is even far better than Iphone. Battery performance is very poor. Camera is poor. Hotspot connectivity is very very pathetic.","Flipkart Customer","Certified Buyer","Nov, 2024","2","7"
"1","Did not meet expectations","Worst experience to buying iPhone 15. Phone is getting hanged at every day 2 or 3. Customer support is not helpful. Worst experience.","Pranay  Kr Das","Certified Buyer","Nov, 2024","3","0"
"1","Utterly Disappointed","It was heating","Aditya prajapati","Certified Buyer","Nov, 2024","0","0"
"1","Very poor","Phone heating problem","Vallabhaneni Narasimha Rao","Certified Buyer","Nov, 2024","1","0"
"1","Very poor","Phone is restarting again and again","Flipkart Customer","Certified Buyer","Nov, 2024","0","0"
"1","Unsatisfactory","Extremely poor experience. It heats like a frying pan just for no reason...","Flipkart Customer","Certified Buyer","Nov, 2024","2","3"
"1","Did not meet expectations","Local china phone is far better than this. Getting heated like anything with in short time","Aparna V","Certified Buyer","Nov, 2024","2","1"
"1","Horrible","Don't buy I phone from Flipkart","sandeep Kumar","Certified Buyer","Nov, 2024","2","2"
"1","Worst experience ever!","Very bad voice memo 3rd party app record microphone not workingApple bug not fixed","yashpal sharma","Certified Buyer","Nov, 2024","1","0"
"1","Did not meet expectations","Calculator, touch and many other functions not up to the mark","Mahesh kumar Saini","Certified Buyer","Nov, 2024","1","0"
"","","","","","","",""
"1","Terrible product","Very low battery capacity very worst product","Flipkart Customer","Certified Buyer","Nov, 2024","2","1"
"1","Worthless","Phone is burst","Flipkart Customer","Certified Buyer","Nov, 2024","1","0"
"1","Very poor","Very poor service Heating issuesSound issues Charging and battery issuesFreezing issues Waste of money","Riyanka Paul","Certified Buyer","Nov, 2024","4","0"
"1","Worthless","Do not buy iPhone 15 .Phone is having battery issues and will not charge and turn on.This issue is in recent lot which was being sold on BBD sale.","Prabhanshu Tripathi","Certified Buyer","Nov, 2024","3","0"
"1","Terrible product","One month uses battery health 100 to 97.","Ronak Budania","Certified Buyer","Nov, 2024","0","2"
"1","Useless product","Got it just last week. Phone heats up extremely when in charging. Don't buy it.","Flipkart Customer","Certified Buyer","Nov, 2024","4","1"
"1","Utterly Disappointed","Network issues","Jayrajsinh Jadeja","Certified Buyer","Nov, 2024","0","0"
"1","Useless product","Expensive","Abhishek Kumar","Certified Buyer","Nov, 2024","2","2"
"1","Unsatisfactory","Camera quality is no good and iphone temperature is so high it's problem.","Prashant Jadhav","Certified Buyer","Nov, 2024","2","2"
"1","Waste of money!","Screen problems","Flipkart Customer","Certified Buyer","Nov, 2024","1","0"
"","","","","","","",""
"","","","","","","",""
"5","Just wow!","Gud","Bank of Baroda","Certified Buyer","Sep, 2024","0","0"
"","","","","","","",""
"5","Mind-blowing purchase","I am so happy 👌👌👌👌👌👌👌👌","Ibnemasud  Dabu","Certified Buyer","Aug, 2024","1","0"
"","","","","","","",""
"1","Did not meet expectations","Speaker is not working from the day one and  i had to go to the apple store for the problem hated this process Otherwise phone was good but heating issue is obvious","Flipkart Customer","Certified Buyer","Oct, 2024","0","0"
"","","","","","","",""
"5","Brilliant","It's iPhone 15, you know what you're getting. Nothing much to think.","Narendra  Tripathi","Certified Buyer","Sep, 2024","0","0"
"1","Utterly Disappointed","Product is Good But Flipcart Exchange Policy is Useless","VISHNUKANT SUTHAR","Certified Buyer","Sep, 2024","13","1"
"","","","","","","",""
"","","","","","","",""
"1","Waste of money!","After using 5 minutes phone Heating and in sun phone heat and in keep in pocket then phone heating Heating problem is more","SANTOSH KUMAR","Certified Buyer","Oct, 2024","5","0"
"","","","","","","",""
"4","Pretty good","The Apple 15 is a fantastic, lightweight phone with excellent performance. It's perfect for everyday use and looks sleek too!","ADARSH H","Certified Buyer","Jul, 2024","0","0"
"5","Just wow!","Super 😍 love it 💗","Anita Kumari","Certified Buyer","Sep, 2024","0","0"
"","","","","","","",""
"","","","","","","",""
"5","Excellent","Very nice product","Ankit Yadav","Certified Buyer","11 months ago","0","0"
"5","Terrific purchase","I love this product","Sumit Kumar","Certified Buyer","Sep, 2024","0","0"
"","","","","","","",""
"1","Terrible product","Overheating issue. Generate lots of heat while doing normal operations.","Flipkart Customer","Certified Buyer","May, 2024","15","2"
"","","","","","","",""
"5","Terrific purchase","I recently upgraded to the iPhone 15, and I am thoroughly impressed with its performance and features. Here are some highlights from my experience:#Design and Display:The iPhone 15 continues Apple's tradition of sleek and premium design. The new ceramic shield front cover provides extra durability, and the edge-to-edge OLED display is simply stunning. The colors are vibrant, and the brightness levels are perfect for outdoor use.# Performance:Powered by the A16 Bionic chip, the iPhone 15...","Amit Kushwah","Certified Buyer","May, 2024","0","0"
"5","Super!","Loved","Gourav Sharma","Certified Buyer","Oct, 2024","0","0"
"","","","","","","",""
"5","Great product","Best ph","Rahul Gupta","Certified Buyer","Sep, 2024","0","0"
"4","Good choice","Camera is 🔥 and performance is amazing but phone will get over heated when we are on FaceTime. Battery will drain so easily, i had to re-charge my phone 3 to 4 times if we are watching 2 movies. Overall i am happy with this phone🤩","Arun Kumar  M","Certified Buyer","Mar, 2024","1","0"
"","","","","","","",""
"5","Excellent","Goood phone","Flipkart Customer","Certified Buyer","May, 2024","8","1"
"5","Wonderful","Good performers","krunal desai","Certified Buyer","Jul, 2024","0","0"
"","","","","","","",""
"","","","","","","",""
"1","Don't waste your money","There is a issue with charging.","Dattatraya Dhage","Certified Buyer","Jun, 2024","3","2"
"5","Excellent","Great Product Value for money got the 256 Gb variant.. Fastest Delivery within a Day","Ritik Sahu","Certified Buyer","Sep, 2024","0","0"
"","","","","","","",""
"","","","","","","",""
"5","Super!","iPhone 15 shots Nice average camera quality and good quality display Profanation are incredible but 60 Hz only","Gautam  Kumar","Certified Buyer","Apr, 2024","2","0"
"2","Not good","Not so good","Arjit jain","Certified Buyer","Feb, 2024","1","0"
"","","","","","","",""
"5","Terrific","I like my iphone 15","Kajal Agarwal","Certified Buyer","10 months ago","0","0"
"5","Must buy!","Awesome camra","Suraj Negi","Certified Buyer","Mar, 2024","0","0"
"3","Fair","Androids are better in multitasking and have lot features. Iphones are just brand selling product nothing much.","Anoop Singh","Certified Buyer","Feb, 2024","2","3"
"5","Worth every penny","works as expected","Manu Kumar","Certified Buyer","11 months ago","0","0"
"5","Awesome","I love  it....","Asim Khan","Certified Buyer","11 months ago","1","0"
"","","","","","","",""
"5","Wonderful","Go for it without a doubt","Ashlee  John","Certified Buyer","11 months ago","0","0"
"5","Must buy!","Nice","MAZHAR  SAYYAD","Certified Buyer","Mar, 2024","0","0"
"5","Great product","Great product","RAJNISH Patel","Certified Buyer","Nov, 2024","0","0"
"3","Decent product","this is my first iphone super.some more little bit heating issue","ajay kumar K","Certified Buyer","Feb, 2024","0","0"
"4","Worth the money","Nice","Gajanan  Rakshe","Certified Buyer","Oct, 2024","0","0"
"","","","","","","",""
"5","Terrific","super phone","Flipkart Customer","Certified Buyer","Oct, 2024","0","0"
"5","Wonderful","Satisfy","Manu Kumar","Certified Buyer","Oct, 2024","0","0"
"4","Good choice","Good colour","Flipkart Customer","Certified Buyer","Oct, 2024","0","0"
"5","Perfect product!","Nice","Satyam Kumar","Certified Buyer","Feb, 2024","2","0"
"2","Could be way better","I'm using this phone from a couple of months.But i didn't feel it worthy.It is hanging while receiving a phone call, while saving the contact, searching for contacts,sometimes while taking pictures etc. Back tap sensor do not work properly. Overall experience is not satisfactory. 😔","Ravi","Certified Buyer","Feb, 2024","1","1"
"1","Worthless","Sound not working","Mansukh Parmar","Certified Buyer","Oct, 2024","1","0"
"","","","","","","",""
"5","Terrific","Awesome camera","Bharat Raj Rohidas","Certified Buyer","Jan, 2024","2","0"
"4","Wonderful","Nice Product","Animesh   Patel","Certified Buyer","Oct, 2024","0","0"
"1","Horrible","Charging cable of product received is not working","Vivek M","Certified Buyer","Oct, 2024","0","0"
"","","","","","","",""
"5","Wonderful","Good product and quality","Shameem Bano","Certified Buyer","Oct, 2024","0","0"
"5","Excellent","its been 1 week so far good feels premium","Shubham Singh","Certified Buyer","Jan, 2024","0","0"
"5","Simply awesome","Just wow 😇","Sandeep Pasarkar","Certified Buyer","Oct, 2024","0","0"
"5","Must buy!","buy i phone only for camera","Flipkart Customer","Certified Buyer","Oct, 2024","0","0"
"","","","","","","",""
"1","Not recommended at all","One of the worst phones ever... DO NOT BUY IT.. GO FOR ANY ANDROID PHONE. REST TAKE YOUR RISK AND REGRET","Flipkart Customer","Certified Buyer","Feb, 2024","3","2"
"4","Good quality product","Battery stand by time 6hrs only and have heat issues some times in normal usage. Otherwise good product from apple side.💯","Flipkart Customer","Certified Buyer","Jan, 2024","1","0"
"4","Pretty good","powerful","samuel murmu","Certified Buyer","Jan, 2024","0","0"
"","","","","","","",""
"1","Useless product","Every time hanging problem 👎🏻","Flipkart Customer","Certified Buyer","Jan, 2024","4","8"
"4","Delightful","Great product but over all grab this phone at great prices","Nisha Sharma","Certified Buyer","Jan, 2024","0","0"
"5","Brilliant","Good luck osm","Tejkaran Bodana","Certified Buyer","Oct, 2024","0","0"
"5","Terrific","This is a really awesome phone and I got a great deal...special thanks to the Flipkart BBD Sale..I'm very much satisfied with the delivery person.I don't want to say more about this phone..the overall experience with this phone is really awesome... specially the camera department of this phone is great 😃","Souvik Chattopadhyay","Certified Buyer","Oct, 2024","1","0"
"1","Not recommended at all","Phone getting hot.","MANJUNATH .","Certified Buyer","Jan, 2024","0","2"
"","","","","","","",""
"3","Nice product","Some heating is there other than that all looks good.","Abhishek  yadav","Certified Buyer","Jun, 2024","0","0"
"5","Classy product","Excellent","Tapas  Khatua","Certified Buyer","Apr, 2024","0","0"
"5","Best in the market!","BEST camera and performance,","Flipkart Customer","Certified Buyer","Jan, 2024","2","0"
"5","Worth every penny","Top class performance in every aspect","Sahil Pathania","Certified Buyer","Oct, 2023","0","0"
"5","Mind-blowing purchase","Delivery was delayed but the product was good.","Janardan  Sharma","Certified Buyer","Feb, 2024","1","0"
"","","","","","","",""
"1","Worthless","Build quality is very poor. my phone got many dents even on a low fall , iphones were known to their build quality but this is very poor","sehaj anand","Certified Buyer","Oct, 2023","61","66"
"5","Highly recommended","Mind blowing camera.😍","Ryder Gaming","Certified Buyer","Jan, 2024","0","0"
"1","Hated it!","Third class phone phone will silent during on long call","Hare ram Upadhyay","Certified Buyer","Oct, 2023","18","42"
"5","Simply awesome","This is my first iphone ever used loving it already this is worth it 🥰","Praveen Kumar","Certified Buyer","Sep, 2023","395","104"
"4","Pretty good","Nice","abhishek peesa","Certified Buyer","Oct, 2023","3","2"
"4","Good choice","iPhone 15 is good, picture quality are also good but phone is heat up","Bharat Aneja","Certified Buyer","May, 2024","0","0"
"","","","","","","",""
"2","Bad quality","Old phone so bad Flipkart","Flipkart Customer","Certified Buyer","8 days ago","0","1"
"","","","","","","",""
"","","","","","","",""
"4","Really Nice","Upgraded from 12 to 15, pretty much same except dynamic island.","Adarsh Agrawal","Certified Buyer","Oct, 2024","0","0"
"5","Great product","Amazing product by 🍎 Apple....Please Experience it once in a life....Marvelous product and performance by Apple phone...That's called a Luxury...Thank you 😊 Flipkart for providing me Apple 🍎 smartphone with sufficient price amount...Once again Thank you Flipkart....","Vaibhav CHUDASAMA","Certified Buyer","Sep, 2024","0","0"
"","","","","","","",""
"5","Brilliant","Iphone 15 Blue colour definitely awesome","Naresh Riwaria","Certified Buyer","Oct, 2024","1","0"
"5","Just wow!","Nice mobile","Rakesh  Rocky","Certified Buyer","Oct, 2024","0","0"
"5","Simply awesome","Very Nice Mobile. Good pricing during Sale.","Rajesh Durairaj","Certified Buyer","11 months ago","0","0"
"","","","","","","",""
"5","Fabulous!","Very Nice Phone","M D kausar","Certified Buyer","Sep, 2024","0","0"
"5","Awesome","Nice phone and bettry backup good and camra osm","Sunil Singh  Kaurav","Certified Buyer","Sep, 2024","0","0"
"5","Best in the market!","Best flagship design","Manan Singla","Certified Buyer","Sep, 2024","0","0"
"","","","","","","",""
"","","","","","","",""
"2","Could be way better","Not bad","Kishore Balla","Certified Buyer","Oct, 2024","1","0"
"4","Delightful","Good","Akshay Chouhan","Certified Buyer","Jul, 2024","0","0"
"5","Awesome","Very very nice mobile","Abhishek Patel","Certified Buyer","Sep, 2024","0","0"
"","","","","","","",""
"","","","","","","",""
"5","Great product","Amazing phone overall, camera is good even in low light, telephoto camera is quite unique to get more closer photos without loosing quality, display as always amazing, but bas model 60 hz gotta comprise with that and last not least around 7 8 hrs with medium usage battery life.","Shivaji  Pal","Certified Buyer","Sep, 2024","2","1"
"2","Moderate","Not satisfy for this mobile Avarage mobile.Don't buy it.","Choudu  Metri","Certified Buyer","Sep, 2024","0","1"
"","","","","","","",""
"2","Slightly disappointed","Heating problem","Flipkart Customer","Certified Buyer","Sep, 2024","2","3"
"1","Not recommended at all","Phone is heating up charging was hold on 80%","Raja Reddy","Certified Buyer","May, 2024","6","7"
"5","Classy product","Initially I missed 120 Hz screen refresh rate after switching from Mi 11x pro to iphone15. It been a month using iPhone 15, accordingly to my experience, unless you want to purchase more apple products like Mac book, apple watch etc. it is not smart decision to buy iphone. But I surely appreciated it's small form factor and less weight. Battery backup is also good.","Flipkart Customer","Certified Buyer","Feb, 2024","5","1"
"","","","","","","",""
"5","Great product","A good product. Impressed with the camera quality and smooth interface of iOS","Pramoad Ranaakoti","Certified Buyer","Apr, 2024","1","0"
"5","Terrific purchase","Good","Ajaysinh Zala","Certified Buyer","10 months ago","0","0"
"1","Utterly Disappointed","Phone is heating like a heater","Venkaiah Bolineedi","Certified Buyer","Feb, 2024","93","15"
"4","Good choice","The iPhone 15 boasts impressive features and performance, but it's somewhat disappointing to see a 60Hz refresh rate in 2024. Given the industry's trend towards higher refresh rates, Apple's decision feels a bit behind the curve. Despite this, the device still delivers a seamless user experience with its top-notch build quality and advanced functionalities.","Yasar Muhammed","Certified Buyer","Jan, 2024","0","0"
"","","","","","","",""
"4","Nice product","60 Hz Display could have been better.","Sanoj Kumar Jena","Certified Buyer","Oct, 2024","1","0"
"3","Fair","Noise cancellation is not effective.","Rohit Gupta","Certified Buyer","Oct, 2024","1","0"
"5","Terrific purchase","Wonderful","Flipkart Customer","Certified Buyer","Jan, 2024","1","0"
"","","","","","","",""
"5","Very Good","Osm camera, color nd design....loved it😍","Aman Kumar","Certified Buyer","Sep, 2024","0","0"
"5","Must buy!","Good display, improved display brightness, awesome camera","Anandhu AS","Certified Buyer","Dec, 2023","1","2"
"5","Terrific","Impressive","Flipkart Customer","Certified Buyer","Jan, 2024","0","2"
"1","Don't waste your money","Battery very poor","Praveen Kumar","Certified Buyer","Nov, 2023","8","8"
"","","","","","","",""
"2","Moderate","Average","Adesh Jain","Certified Buyer","Feb, 2024","0","0"
"5","Mind-blowing purchase","Very good. Happy with the product. Camera quality and performance is amazing.","Raghupathireddy Paindla","Certified Buyer","Sep, 2023","21","7"
"","","","","","","",""
"5","Classy product","Thanks flipkart for the on time delivery. About the product it's a minor upgrade from 13 and 14... except dynamic island and 48mp camera, of course not to forget 4nm A16 chipset which is a plus","Shekar Dhongdi","Certified Buyer","10 months ago","0","0"
"5","Just wow!","Great design with great specs","Mahesh Jat","Certified Buyer","Sep, 2024","0","0"
"","","","","","","",""
"5","Worth every penny","Best ca","Sheikh  Anwar","Certified Buyer","Oct, 2024","0","0"
"5","Must buy!","Very nice iPhone 15, very good quality, very nice display. Very nice camera, thanks.","Santhosh Bachu","Certified Buyer","Jun, 2024","3","0"
"4","Nice product","Battery backup could have been better at this price and rest is excellent.","Ananth Kumar","Certified Buyer","Feb, 2024","0","0"
"","","","","","","",""
"1","Did not meet expectations","Phone heating problem","Sandeep Kumar","Certified Buyer","Oct, 2024","0","2"
"","","","","","","",""
"","","","","","","",""
"5","Must buy!","Best phone in this segment","kuber  Choudhary","Certified Buyer","Oct, 2024","0","0"
"","","","","","","",""
"5","Excellent","I wanna thanks,this seller:- treasure haul online. by sending correct product (iphone 15) and I also thankful to Flipkart for delivery my product before time","sachin darole","Certified Buyer","Oct, 2024","0","0"
"3","Good","Battery backup is very bad,","Abdul Azeeez","Certified Buyer","Nov, 2024","0","0"
"","","","","","","",""
"4","Value-for-money","Nice phone good","VinodKUMAR VinodKUMAR","Certified Buyer","Mar, 2024","42","5"
"5","Super!","Awesome I switched from Android it's great feeling just go for it 🥰🥰🥰","Divyanshu Roy","Certified Buyer","Feb, 2024","2","1"
"5","Highly recommended","Very nice phone","Mohd Arif  Usmani","Certified Buyer","Sep, 2024","0","0"
"5","Super!","Best mobile nice look","Ramsanehi  Rajak","Certified Buyer","Jan, 2024","0","0"
"","","","","","","",""
"5","Simply awesome","Phenomenal go for it","Shadan Jami","Certified Buyer","Oct, 2024","0","0"
"3","Good","Good  product  kdhskdvrlrndvrmen","NANNA Qureshi","Certified Buyer","Oct, 2024","0","0"
"","","","","","","",""
"5","Super!","Delivered on time and ph is good and original product . Thank u","GAYATHRI VECHALAPU","Certified Buyer","Oct, 2024","0","0"
"","","","","","","",""
"5","Terrific purchase","Super product thank you flipkart","swadhin nanda","Certified Buyer","Sep, 2024","0","0"
"","","","","","","",""
"5","Mind-blowing purchase","Osm phone","VIKAS KASHYAP Kashyap","Certified Buyer","Oct, 2024","0","0"
"","","","","","","",""
"","","","","","","",""
"5","Good","Best product","Akshit Chopra","Certified Buyer","Oct, 2024","0","0"
"3","Decent product","Good","Ganesh  Arjya","Certified Buyer","Nov, 2024","0","0"
"","","","","","","",""
"5","Super!","Best product 👍","Flipkart Customer","Certified Buyer","Sep, 2024","0","0"
"5","Worth every penny","Great 👍","Dilip Kumar","Certified Buyer","10 months ago","0","0"
"5","Brilliant","Good","Sandeep  Yadav","Certified Buyer","Oct, 2024","0","0"
"","","","","","","",""
"5","Simply awesome","Nice product.❤️","हर हर  महादेव","Certified Buyer","Oct, 2024","0","0"
"5","Classy product","It's excellently good","Arkaprava Mondal","Certified Buyer","Sep, 2024","0","0"
"","","","","","","",""
"5","Terrific purchase","Best phone","Santosh Rattihalli","Certified Buyer","Sep, 2024","0","0"
"5","Terrific purchase","Nice product 🥰","Abhijit Das","Certified Buyer","Sep, 2024","0","0"
"","","","","","","",""
"5","Highly recommended","It was awesome.","sri prasanna","Certified Buyer","Sep, 2024","0","0"
"5","Excellent","I liked the product very much","Dhanraj Vishwakarma","Certified Buyer","Sep, 2024","0","0"
"","","","","","","",""
"5","Mind-blowing purchase","Great for photography nd videographyEspecially inbuilt 2x zoom helps a lot which is missing in previous basic models","Dr Rohith Gurugubelli","Certified Buyer","Sep, 2024","15","2"
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"5","Awesome","Very nice product...Love this","Satya priya Vatsa","Certified Buyer","Sep, 2024","0","0"
"5","Terrific","Awesome iPhone experience must buy if you are looking for camera and you are a photographer.Battery is decent.","madhukar chaudhary","Certified Buyer","Sep, 2024","0","0"
